1504337077.000000, IBI
28.501305,1.015671
29.438848,0.937543
30.313888,0.875040
31.407688,1.093800
32.657745,1.250057
33.876551,1.218806
35.064105,1.187554
36.220408,1.156303
53.002426,1.046923
53.814963,0.812537
54.768132,0.953169
73.050219,1.156303
74.128393,1.078174
75.144065,1.015671
76.331619,1.187554
77.472296,1.140677
78.644225,1.171929
79.597394,0.953169
88.113408,1.140677
89.285337,1.171929
97.941983,1.062549
98.957655,1.015671
100.113958,1.156303
101.364015,1.250057
102.645324,1.281309
110.911327,1.312560
112.192636,1.281309
113.255184,1.062549
114.348984,1.093800
115.505287,1.156303
116.630339,1.125051
117.942899,1.312560
185.242854,1.343812
192.290052,0.906291
193.336975,1.046923
194.352646,1.015671
195.399569,1.046923
196.508995,1.109426
203.353058,1.140677
204.603116,1.250057
205.806296,1.203180
207.009476,1.203180
208.087650,1.078174
209.056444,0.968794
210.134619,1.078174
211.322173,1.187554
212.525353,1.203180
213.822288,1.296934
214.900462,1.078174
222.213297,1.140677
223.416477,1.203180
224.525903,1.109426
225.697831,1.171929
226.885386,1.187554
228.010437,1.125051
233.323180,1.234432
238.089023,1.062549
239.229701,1.140677
240.323501,1.093800
241.479804,1.156303
242.448598,0.968794
243.401767,0.953169
244.401812,1.000046
245.323730,0.921917
246.386278,1.062549
247.339447,0.953169
248.214487,0.875040
249.277035,1.062549
250.386461,1.109426
251.370881,0.984420
252.355301,0.984420
253.464727,1.109426
262.355759,0.953169
268.309157,1.062549
269.293577,0.984420
270.356125,1.062549
271.387423,1.031297
272.481223,1.093800
273.325011,0.843789
274.246928,0.921917
275.293851,1.046923
276.325149,1.031297
277.403323,1.078174
278.450246,1.046923
279.387789,0.937543
323.702317,0.750034
324.499229,0.796911
325.264889,0.765660
325.968046,0.703157
326.796209,0.828163
338.874887,0.796911
339.640547,0.765660
340.421833,0.781286
341.281247,0.859414
345.203301,0.781286
345.984587,0.781286
346.828376,0.843789
347.609662,0.781286
348.344070,0.734409
349.094105,0.750034
349.891016,0.796911
350.578547,0.687531
504.507468,0.625029
505.163749,0.656280
505.695023,0.531274
506.382554,0.687531
507.101337,0.718783
507.632612,0.531274
508.335769,0.703157
514.570429,0.734409
518.492484,0.640654
519.242518,0.750034
2414.641778,0.656280
2415.360561,0.718783
2416.048093,0.687531
2416.704373,0.656280
2417.345027,0.640654
2417.954430,0.609403
2418.626336,0.671906
2419.251364,0.625029
2419.954522,0.703157
2420.626427,0.671906
2421.329585,0.703157
2422.063993,0.734409
2701.483033,0.515649
2793.690379,0.734409
2800.675074,0.796911
2801.331354,0.656280
2871.272055,0.671906
3012.137878,0.562526
3176.801666,0.781286
3177.536074,0.734409
3178.301734,0.765660
3179.036143,0.734409
3179.770552,0.734409
3180.551837,0.781286
3181.286246,0.734409
3182.020655,0.734409
3182.739438,0.718783
3183.520723,0.781286
3184.302009,0.781286
3185.098921,0.796911
3185.880206,0.781286
3186.645866,0.765660
3187.474029,0.828163
3188.208438,0.734409
3188.974098,0.765660
3189.739758,0.765660
3190.474167,0.734409
3191.224201,0.750034
3191.942984,0.718783
3192.693018,0.750034
3193.411801,0.718783
3194.239964,0.828163
3194.989998,0.750034
3195.724407,0.734409
3196.490067,0.765660
3255.414639,0.843789
3256.367808,0.953169
3257.149093,0.781286
3257.946005,0.796911
3258.805419,0.859414
3259.571079,0.765660
3260.367991,0.796911
